zcta20,year,pop,pop_under_18,pop_wht,pop_wht_f20to44,pop_wht_65andover,pop_settled,commuting_pop_drivealone2work,commuting_pop_pubtrans2work,commuting_pop_subway2work,commuting_pop_bikenwalk2work,commuting_pop_athome2work,commuting_pop_bf6am2work,commuting_pop_10amto4pm2work,commuting_pop_af4pm2work,commuting_pop_under20min_drivealone,commuting_pop_above45min_drivealonw,household_ttl,family_ttl,income_median_household,income_median_family,median_earnings,median_earnings_drive_alone,median_earnings_carpooled,median_earnings_pbltrans,median_earnings_walk,median_earnings_bikenothers,median_earnings_work_from_home,houseunit_occupby_owner,edu_bchlor_pop,edu_mst_pop,edu_dr_pop,insurance_pop,pop_20to64_worknotfultime,pop_20to64_workfultime,pop_65nover_work,pop_with_retireincome,job_pop_nonprofit,job_pop_government,job_pop_selfemploy,job_pop_unpaidinfamily,houseunit_median_value,houseunit_median_rent,houseunit_ttl,houseunit_detached,houseunit_attached_1to4,houseunit_attached_50nmore,houseunit_builtyr,houseunit_energy_electr,houseunit_energy_solar,veh_household_with_2nmore,veh_ttl,veh_commuting,veh_commuting_feml,household_1p,household_2p,household_3p,household_4pnmore,commuting_pop_citylive,commuting_pop_citynolive,family_1work,family_bothwork,family_withkid,family_withnokid,buff3_L2_chargers,buff3_DCFC_chargers,buff3_evcs_median_operated_months,buff3_evcs_open_this_yr,buff10_L2_chargers,buff10_DCFC_chargers,buff10_evcs_median_operated_months,buff10_evcs_open_this_yr,buff15_L2_chargers,buff15_DCFC_chargers,buff15_evcs_median_operated_months,buff15_evcs_open_this_yr,buff30_L2_chargers,buff30_DCFC_chargers,buff30_evcs_median_operated_months,buff30_evcs_open_this_yr,buff70_L2_chargers,buff70_DCFC_chargers,buff70_evcs_median_operated_months,buff70_evcs_open_this_yr,buff150_L2_chargers,buff150_DCFC_chargers,buff150_evcs_median_operated_months,buff150_evcs_open_this_yr,buff300_L2_chargers,buff300_DCFC_chargers,buff300_evcs_median_operated_months,buff300_evcs_open_this_yr,traffic_cluster3,buff1000_subway_stops,buff1000_nonsubway_stops,buff3500_subway_stops,buff3500_nonsubway_stops,mean_min_temprature,job_offer_ttl,job_occupation_ttl,job_sdi_offer,job_sdi_occupation,centroid_pop_longitude,centroid_pop_latitude,area,area_length_water,pop_density,houseunit_density,houseunit_detached2four,houseunit_detached2four_density,houseunit_attached_50nmore_density,income2housevalue,PHEV_next2yr,BEV_next2yr
6390,2022,53,6,33,15,0,45,8,0,0,18,9,9,0,0,30,0,19,13,47708.0,46250.0,15000,35000,10000,1,1,1,15000,9,4,0,0,44,22,17,0,0,0,6,4,0,1587500.0,938.0,253,237,12,0,1960.0,0,0,0,19,0.0,0.0,6,9,0,4,0,39,0,13,4,9,0.0,0.0,0,0,10.0,0.0,75,0,36.0,22.0,74,6,97.0,43.0,64,9,384.0,109.0,59,34,4054.0,779.0,16,861,10071.0,1926.0,18,1784,2,0,0,0,0,7.72891514117901,255,159,2.158065469517809,2.621386381850055,750264.2273000004,4572882.580499999,10921916.280669866,29958252.0,4.85262829690445e-06,2.3164433190883508e-05,249,2.279819709300393e-05,0.0,0.0300522834645669,0.0,0.0
10001,2022,27004,2694,15428,3994,2315,21154,728,7186,6099,4664,3358,420,1453,451,3216,171,14375,4052,106509.0,162877.0,75000,75000,35000,75000,75000,75000,75000,3422,8911,4344,561,26623,3917,12803,953,1575,1683,1148,1269,0,535100.0,2455.0,16975,155,476,12524,1969.0,6763,186,300,2529,780.0,405.0,8274,4003,1277,821,16544,0,679,1729,806,1602,703.0,4.0,65,44,2151.0,129.0,53,136,2571.0,197.0,45,175,3314.0,393.0,30,286,2749.0,703.0,33,253,4404.0,1324.0,28,517,10180.0,2380.0,20,1620,0,33,113,234,1017,9.397299766540527,197819,14120,2.403440122541189,2.582515302252658,584709.6815,4511380.4717,1614685.3038250543,0.0,0.0167240018448361,0.0105128844362351,631,0.000390788222637,0.0077563101431168,0.1990450383105961,0.0,0.0
10002,2022,76518,10028,23951,5186,4362,69272,1983,15745,13032,9383,4732,1267,3563,1097,5982,696,36028,17022,43362.0,46207.0,50000,65000,35000,50000,25000,50000,75000,6224,16087,5440,616,74229,13098,22674,1518,4971,2792,3676,2505,91,784800.0,1061.0,39094,281,809,20746,1952.0,18811,0,747,7220,2305.0,730.0,16146,11737,4543,3602,33537,0,1833,3483,2148,3168,533.0,18.0,62,15,2152.0,111.0,52,153,2486.0,175.0,47,165,3236.0,410.0,31,271,2745.0,701.0,33,253,4406.0,1315.0,28,521,10037.0,2374.0,20,1588,0,18,109,264,1041,9.301300048828123,23027,29442,2.319951968664554,2.582415897322412,585433.5718,4507642.2457,2128380.4307263563,0.0,0.0359512796186941,0.0183679568913619,1090,0.0005121264902947,0.0097473175850052,0.0552522935779816,0.0,0.0
10003,2022,53877,3866,36515,8611,6732,37120,1170,11814,10691,9769,7671,707,3118,1206,9005,496,24987,6718,152863.0,219957.0,75000,75000,75000,75000,65000,75000,75000,8927,16265,7846,2375,52932,8380,21288,3227,3913,4461,1754,2085,74,1111000.0,2602.0,30766,469,1064,14702,0.0,7289,0,510,5653,1320.0,660.0,13298,8143,2237,1309,31849,0,1300,3560,1853,3007,575.0,18.0,66,22,2161.0,127.0,53,139,2545.0,191.0,45,169,3293.0,397.0,30,282,2744.0,701.0,33,253,4398.0,1316.0,28,517,10132.0,2374.0,20,1614,0,39,148,267,1091,9.397299766540527,70229,23638,2.611726748153255,2.553694304748304,585398.8728999998,4509473.001800001,1479521.7590339556,0.0,0.0364151454150824,0.0207945573034954,1533,0.0010361456265441,0.0099369947824218,0.1375904590459045,0.0,0.0
10004,2022,4579,840,2653,400,188,3468,77,1262,1238,996,749,99,160,71,783,43,2123,1006,232543.0,247237.0,75000,35000,75000,75000,75000,75000,75000,893,1588,838,128,4575,371,2681,160,50,210,321,213,42,1792200.0,3321.0,2706,10,95,2486,1948.0,1384,0,106,723,0.0,0.0,795,673,397,258,3126,0,312,633,528,417,283.0,20.0,58,8,1997.0,107.0,53,141,2511.0,196.0,45,180,3261.0,373.0,33,270,2743.0,692.0,33,256,4401.0,1315.0,28,523,9965.0,2355.0,21,1570,0,48,97,177,555,9.301300048828123,66092,2779,2.288885429817013,2.545007562170501,583136.3964999998,4506541.51,1162482.0441672704,0.0,0.0039389855722718,0.0023277778900562,105,9.032397577823704e-05,0.0021385276550923,0.1297528177658743,0.0,0.0
10005,2022,8801,924,6233,2653,92,5860,116,3921,3647,1716,1193,88,367,213,1779,2,4881,1272,189886.0,241094.0,75000,65000,1,75000,75000,75000,75000,814,3870,1243,181,8759,1572,5774,114,122,382,564,105,0,1750000.0,3394.0,6272,126,63,5819,0.0,3442,0,80,458,0.0,0.0,2553,1523,469,336,7132,0,169,873,412,630,309.0,14.0,58,7,2029.0,110.0,53,143,2487.0,196.0,45,167,3244.0,381.0,33,271,2744.0,692.0,33,256,4400.0,1315.0,28,523,9966.0,2361.0,21,1572,0,63,126,180,648,9.301300048828123,42594,5152,1.967553456535707,2.447712758624039,583686.8346999995,4506585.9823,188606.34126545768,0.0,0.0466633303045355,0.0332544492296383,189,0.0010020871977681,0.030852621184194,0.1085062857142857,0.0,0.0
10006,2022,3736,319,2550,787,91,2512,94,1393,1151,531,494,57,142,12,703,94,2046,808,204574.0,236742.0,75000,75000,50000,75000,75000,75000,75000,363,1168,611,81,3583,683,2243,71,21,154,160,7,0,1066700.0,3310.0,2422,0,92,2184,0.0,1198,0,71,475,0.0,0.0,939,866,170,71,2564,0,66,501,187,380,295.0,22.0,56,11,2012.0,107.0,53,142,2515.0,196.0,45,180,3273.0,376.0,32,273,2743.0,692.0,33,256,4398.0,1315.0,28,522,9962.0,2361.0,21,1572,0,60,131,177,578,9.301300048828123,30450,2194,2.096078838665535,2.446758005285853,583209.9545999998,4506803.4703,250476.2972109936,0.0,0.0149155829976714,0.009669577628576,92,0.0003673002237113,0.0087193879194096,0.191782131808381,0.0,0.0
10007,2022,7506,1534,5471,1320,502,5276,80,1954,1915,1136,1024,33,374,0,887,64,3084,1612,224063.0,224063.0,75000,75000,75000,75000,75000,75000,75000,1053,2851,1502,64,6991,1183,3226,383,182,254,183,398,0,0.0,3276.0,3702,16,114,2872,1987.0,1611,0,158,1125,150.0,65.0,1094,922,341,727,4433,0,579,783,742,620,349.0,42.0,64,11,2114.0,110.0,52,147,2489.0,168.0,45,166,3260.0,382.0,31,278,2747.0,692.0,33,254,4402.0,1315.0,28,521,9983.0,2361.0,21,1575,0,75,140,213,684,9.301300048828123,62937,3615,1.855542243008975,2.492645784983602,583682.3114,4507522.3368,413870.4926133121,0.0,0.0181361081158617,0.0089448271043059,130,0.0003141079210048,0.0069393688394291,0.0,0.0,0.0
10009,2022,58418,6144,32738,8370,4530,49980,1513,14131,11211,7287,6446,1435,3310,1414,4594,628,29670,10366,83344.0,87197.0,75000,75000,35000,75000,65000,75000,75000,2835,17467,8890,1520,57848,8006,23934,1936,4353,3693,3235,2148,0,714100.0,1786.0,32019,230,812,15664,1946.0,9132,57,948,7458,1555.0,710.0,14274,9023,4305,2068,30698,0,996,3247,1886,2357,521.0,14.0,65,18,2186.0,137.0,52,150,2528.0,179.0,46,167,3275.0,391.0,30,279,2746.0,701.0,33,253,4387.0,1316.0,28,517,10128.0,2374.0,20,1614,0,9,93,267,1183,9.462366739908854,7213,23934,2.365262183613198,2.611247289142212,586228.352,4508851.069,1596315.7894584138,0.0,0.0365955159911182,0.0200580613256122,1042,0.0006527530497919,0.0098125947907302,0.1167119451057275,0.0,0.0
10010,2022,32410,4414,21682,4950,4547,25211,903,6574,5346,5349,4794,268,1162,658,3911,553,16050,6619,150288.0,217464.0,75000,75000,50000,75000,75000,75000,75000,4628,10152,5233,939,31858,3690,14061,1794,3288,2128,1868,1299,0,1093900.0,2792.0,18966,694,366,13646,1955.0,5555,0,539,5391,935.0,450.0,7768,5467,1332,1483,18655,0,971,2988,1655,2304,732.0,18.0,65,32,2174.0,127.0,53,138,2561.0,191.0,46,169,3303.0,398.0,30,283,2742.0,702.0,33,253,4406.0,1324.0,28,517,10218.0,2382.0,19,1636,0,30,167,264,1222,9.397299766540527,64692,13820,2.414141859927762,2.53944142216883,585971.5542000001,4510248.527000001,950444.6502648522,0.0,0.0340998289495012,0.0199548705910595,1060,0.0011152674694992,0.0143574904611198,0.1373873297376359,0.0,0.0
10011,2022,50772,4793,37319,7171,7434,40959,1650,13550,12790,7421,7693,547,2111,544,8759,608,28874,8759,145934.0,223464.0,75000,75000,35000,75000,75000,75000,75000,10558,16470,10297,2001,50287,8128,23146,3496,4427,4069,1890,2713,38,1151800.0,2479.0,35017,802,2200,17042,0.0,7398,23,1382,8195,1730.0,465.0,16978,8163,2116,1617,31856,0,1176,4659,2211,3624,618.0,14.0,66,31,2146.0,130.0,53,136,2558.0,197.0,45,173,3306.0,397.0,30,285,2749.0,703.0,33,253,4406.0,1316.0,28,518,10156.0,2374.0,20,1616,0,39,110,240,1035,9.397299766540527,78499,24319,2.365245596407017,2.538448718571515,584508.0051999995,4510593.2402,1651781.774387118,0.0,0.0307377165599484,0.0211995316469651,3002,0.0018174313620295,0.0103173435282171,0.1267008161139086,0.0,0.0
10012,2022,21216,1513,14971,4753,2613,16569,410,5085,4667,3973,3140,212,1409,214,4291,143,11529,3468,126890.0,184529.0,75000,50000,1,75000,50000,75000,75000,2355,8292,3089,1338,20647,4437,9026,1607,1335,1571,695,1283,5,1455300.0,2546.0,14271,52,864,3978,0.0,3456,18,170,2439,585.0,320.0,6238,3737,1003,551,13650,0,784,1526,715,1595,513.0,14.0,65,20,2172.0,114.0,53,149,2530.0,191.0,45,169,3281.0,417.0,30,283,2745.0,702.0,33,253,4412.0,1315.0,28,521,10067.0,2374.0,20,1597,0,57,125,252,951,9.301300048828123,50810,9979,2.268729950726264,2.549055231337296,584593.1597999996,4508927.3137,838505.5106178387,0.0,0.02530215929573,0.0170195661439179,916,0.0010924197735147,0.0047441548679493,0.0871916443345014,0.0,0.0
10013,2022,29453,4145,17019,3833,2193,22452,808,6392,5974,3850,3475,378,901,322,3750,331,12753,6867,150675.0,201799.0,75000,75000,50000,75000,50000,75000,75000,3759,9554,3618,509,28325,4903,11472,1100,1183,1283,579,994,5,0.0,2011.0,15523,103,924,4609,0.0,4550,0,117,3925,895.0,365.0,4242,4271,1986,2254,15556,0,1783,2790,2565,2008,480.0,14.0,64,17,2139.0,110.0,53,149,2475.0,175.0,47,168,3269.0,401.0,30,280,2748.0,692.0,33,253,4413.0,1315.0,28,521,10018.0,2374.0,20,1583,0,63,126,219,794,9.301300048828123,87925,12722,2.398008375310543,2.559422769731163,584146.2538999999,4508013.056600001,1409034.7915195203,0.0,0.0209029615005017,0.0110167613272769,1027,0.000728867737107,0.0032710334959363,0.0,0.0,0.0
10014,2022,29461,2173,24159,6292,4486,23888,819,8161,7493,4657,5021,151,1151,635,3483,531,17504,5116,147267.0,223083.0,75000,75000,75000,75000,75000,75000,75000,4974,12251,6490,1066,29168,4368,15270,2105,2693,1806,798,1294,37,1427900.0,2767.0,21554,317,1850,7463,0.0,4518,0,284,3518,890.0,385.0,9792,5732,1153,827,19846,0,1294,2517,1025,2786,531.0,16.0,61,32,2136.0,130.0,53,136,2544.0,193.0,45,170,3296.0,415.0,30,286,2748.0,692.0,33,253,4413.0,1315.0,28,521,10087.0,2374.0,20,1601,0,33,89,240,920,9.397299766540527,38896,15320,2.497022459898589,2.524266417319726,583979.2981000001,4509727.3036,1251713.209762608,0.0,0.0235365415737582,0.0172195993713989,2167,0.0017312272356788,0.005962228361731,0.103135373625604,0.0,0.0
10016,2022,54369,4859,34711,10254,4560,40461,1838,11224,8905,14660,8040,559,1828,582,9576,527,30162,8201,145864.0,220090.0,75000,75000,75000,75000,75000,75000,75000,8224,18102,10877,1841,52719,6674,30315,2371,3880,3143,2485,1959,0,953300.0,2886.0,36447,310,760,26664,1966.0,11609,0,576,4590,1975.0,865.0,16897,9506,2259,1500,37159,0,1532,4453,2014,3971,846.0,11.0,61,46,2184.0,127.0,52,138,2570.0,191.0,46,169,3307.0,398.0,30,284,2746.0,703.0,33,253,4405.0,1324.0,28,517,10284.0,2389.0,19,1647,0,21,207,261,1265,9.547800064086914,106203,26400,2.445304598256548,2.520101919924517,586347.3569999998,4510943.5537,1423047.2442054837,0.0,0.0382060400463762,0.025611939553243,1070,0.0007519075732425,0.0187372556382603,0.1530095457883142,0.0,0.0
10017,2022,14486,647,9949,2880,2962,11650,542,3063,2768,3628,2474,9,826,32,2612,363,9155,2704,139964.0,210843.0,75000,65000,65000,75000,75000,75000,75000,2799,5396,3351,1140,14220,1938,7380,1410,1982,910,1210,957,0,850100.0,2778.0,12858,97,133,11383,1958.0,3503,0,177,1759,620.0,355.0,5337,3217,370,231,10147,0,643,1219,304,1558,984.0,7.0,59,58,2184.0,136.0,52,135,2557.0,187.0,46,167,3330.0,417.0,29,293,2758.0,703.0,33,255,4403.0,1324.0,28,517,10472.0,2405.0,19,1714,0,15,163,246,1329,9.547800064086914,128664,8579,2.28677716437938,2.499786616635905,587000.9153000005,4511690.1305,770971.4517329574,0.0,0.0187892819733324,0.0166776603350206,230,0.0002983249243315,0.0147644896246336,0.1646441595106458,0.0,0.0
10018,2022,8659,657,4425,1131,486,6342,237,2107,1857,1979,1243,64,371,77,1209,76,4704,1487,149118.0,249063.0,75000,75000,65000,75000,75000,75000,75000,584,3053,1903,281,8379,982,4941,195,395,451,537,412,24,911900.0,3471.0,5409,57,156,3838,2004.0,2320,0,46,633,260.0,155.0,2480,1596,353,275,5849,0,244,729,246,727,754.0,4.0,65,53,2153.0,129.0,53,137,2590.0,197.0,45,177,3320.0,405.0,30,288,2744.0,702.0,33,253,4399.0,1324.0,28,517,10221.0,2379.0,19,1635,0,42,124,210,1058,9.397299766540527,133417,5571,2.481798273843387,2.592551008663628,584980.3483999996,4512047.7531,863830.205643635,0.0,0.0100239606619778,0.0062616472133777,213,0.0002465762352467,0.0044430027740698,0.1635245092663669,0.0,0.0
10019,2022,42766,2766,26754,5152,6533,34816,1067,10372,8852,7646,5518,428,2048,608,5718,751,26297,7462,113335.0,171489.0,75000,75000,75000,75000,75000,75000,75000,6052,15840,8916,1214,42323,6043,20314,2087,3756,2620,2179,1765,0,958800.0,2186.0,32995,555,473,23304,1967.0,10094,3,817,5589,1135.0,265.0,15832,7815,1635,1015,26119,0,1561,3185,1014,3732,835.0,8.0,64,58,2157.0,120.0,53,133,2614.0,197.0,45,173,3344.0,405.0,29,293,2753.0,702.0,33,253,4411.0,1324.0,28,519,10439.0,2397.0,19,1697,0,30,132,186,1071,9.47254991531372,137070,21936,2.254749030700629,2.549133464210803,585556.4747000001,4513305.365,1574289.6467209074,17866.0,0.027165267896589,0.020958659080764,1028,0.0006529929242317,0.0148028668349181,0.1182050479766374,0.0,0.0
10021,2022,40642,6414,34223,6946,8568,33301,1381,8970,6993,5462,5936,427,1361,437,4409,616,20568,10043,149432.0,247448.0,75000,75000,75000,75000,75000,75000,75000,9179,12403,7009,1731,40107,5098,16489,3426,3941,3421,1304,1364,49,1572800.0,2566.0,29104,422,563,18805,1962.0,3493,0,727,7438,1525.0,590.0,9111,6564,2671,2222,23017,0,2580,5002,3681,3901,889.0,11.0,57,54,2223.0,120.0,52,131,2606.0,176.0,45,169,3347.0,417.0,29,295,2743.0,705.0,33,256,4406.0,1324.0,28,517,10844.0,2397.0,18,1835,0,12,124,204,1264,9.391900062561035,29164,17208,1.829686105580599,2.535727245676291,588030.3749000002,4513598.1412,922923.8031695776,0.0,0.0440361380434918,0.0315345642836914,985,0.0010672603703764,0.0203754632131259,0.0950101729399796,0.0,0.0
10022,2022,33586,3541,26748,4710,9460,28484,1171,5028,3918,6879,5038,208,1232,287,5689,587,18153,7517,161236.0,161236.0,75000,75000,75000,75000,75000,75000,75000,8865,10369,8647,1339,33413,3381,13604,3783,4075,2695,991,1346,46,1125600.0,2642.0,25127,252,351,18661,1959.0,3191,0,570,5148,1325.0,605.0,9000,6166,1952,1035,19311,0,2201,3280,2080,3401,1016.0,11.0,56,73,2243.0,136.0,52,135,2580.0,187.0,46,167,3337.0,429.0,29,294,2754.0,704.0,33,256,4412.0,1316.0,28,519,10552.0,2397.0,18,1733,0,21,170,231,1323,9.391900062561035,127652,15670,2.190982135046251,2.54464131574472,587378.3866999997,4512388.7619,1147722.0953600088,0.0,0.0292631815103855,0.0218929304415964,603,0.0005253885086274,0.0162591624535611,0.1432444918265814,0.0,0.0
10023,2022,65706,9257,46750,8688,11397,54193,1573,15511,13937,6937,10271,648,3357,869,5631,746,35742,14652,151468.0,223244.0,75000,75000,75000,75000,75000,75000,75000,13634,19693,14158,2692,64496,11124,24484,5260,7137,5071,2322,3562,23,1525300.0,2655.0,45408,509,522,31677,1951.0,8245,13,611,10912,1915.0,725.0,18201,11586,3012,2943,36880,0,3203,7203,4522,5884,817.0,8.0,60,53,2090.0,120.0,53,128,2597.0,201.0,45,164,3343.0,404.0,29,293,2740.0,703.0,33,253,4411.0,1332.0,28,519,10579.0,2397.0,18,1739,0,18,118,168,1037,9.243199348449709,34339,28363,2.314378107967741,2.551539851204045,585844.1443999996,4514401.285800001,1398231.9532304215,95089.0,0.0469922031521274,0.0324752984618117,1031,0.0007373597761215,0.0226550394065982,0.0993037435258637,0.0,0.0
10024,2022,62774,11023,49311,9185,11395,50633,2063,16297,14719,3745,9588,479,1655,504,3468,829,29472,14451,166994.0,247351.0,75000,75000,75000,75000,75000,75000,75000,11294,18061,14193,2724,61725,9488,22819,5038,5851,3954,2743,2856,63,1743700.0,2609.0,36324,603,1411,17381,0.0,4539,0,1125,9379,2230.0,880.0,12438,9607,3048,4379,33479,0,3376,6655,4733,5298,730.0,4.0,64,48,1980.0,120.0,53,125,2596.0,202.0,45,163,3375.0,408.0,28,300,2743.0,704.0,33,255,4418.0,1332.0,28,517,10833.0,2393.0,18,1828,0,15,103,138,950,9.317549705505373,17344,23910,2.259863004962854,2.579330303003637,586352.0185000001,4515618.206900001,1517733.2038450702,404929.0,0.0413603654719857,0.0239330601109442,2014,0.0013269789412906,0.0114519468612576,0.0957699145495211,0.0,0.0
10025,2022,96988,14260,56731,11571,12048,79176,1996,25512,23008,8213,11540,1774,4661,1992,6031,1009,41653,19711,106916.0,147990.0,65000,75000,50000,65000,50000,75000,75000,13115,20984,16920,4185,93955,16284,32396,6267,9647,10385,5386,4730,29,1105100.0,1806.0,47715,356,951,28433,0.0,5249,81,1028,12101,2320.0,815.0,16724,13593,6405,4931,48818,0,3022,7878,5234,5666,312.0,4.0,58,17,1819.0,110.0,52,119,2582.0,202.0,45,162,3398.0,397.0,28,302,2753.0,704.0,33,256,4378.0,1332.0,28,516,10914.0,2390.0,18,1857,0,18,111,105,840,9.391900062561035,22747,35253,2.298302027701844,2.57453461715202,587052.0152000003,4516900.133099999,2232201.579489392,0.0,0.0434494809479463,0.0213757576548774,1307,0.0005855205963517,0.0127376489028844,0.0967478056284499,0.0,0.0
10026,2022,38265,7460,9067,2899,649,33690,1644,11300,10164,1916,3381,1365,1793,925,2156,576,15237,7389,68831.0,77356.0,50000,75000,65000,50000,35000,65000,75000,3014,7474,4525,877,37056,5457,14368,984,1800,3560,2726,1050,34,1030400.0,1358.0,17307,260,1445,6428,1947.0,2333,20,567,5089,1755.0,645.0,6182,4243,2512,2300,19121,0,769,2361,1629,1501,248.0,3.0,59,10,1780.0,86.0,50,116,2580.0,196.0,45,162,3435.0,432.0,28,303,2768.0,728.0,33,260,4389.0,1326.0,28,511,11027.0,2375.0,18,1879,0,18,134,129,895,9.391900062561035,4739,14580,2.143515252040647,2.588067248060862,588324.4265999999,4517309.5888,992124.1607857388,0.0,0.0385687613631896,0.0174443892045661,1705,0.0017185349045926,0.0064790277810684,0.0668002717391304,0.0,0.0
10027,2022,65806,11935,19582,4484,1843,51480,1529,15431,13466,6029,6089,1252,4027,1550,5702,513,24387,11319,63125.0,75481.0,50000,50000,50000,50000,35000,75000,50000,3249,10778,6935,2402,63855,11354,19399,1387,3191,7430,3576,1669,55,872800.0,1411.0,27462,387,2977,11967,1940.0,4224,7,769,6313,1620.0,720.0,10123,7037,3561,3666,29644,0,1349,3085,2086,2348,145.0,0.0,59,1,1669.0,74.0,50,108,2553.0,186.0,45,158,3465.0,445.0,28,308,2768.0,728.0,33,260,4375.0,1326.0,28,509,11150.0,2355.0,18,1914,0,18,148,132,842,9.02869987487793,46122,23246,1.169160639252518,2.54762822741609,588189.3724999996,4518342.8003,2440458.2181615354,1032.0,0.0269646083306328,0.011252804819862,3364,0.0013784296633171,0.0049035873308312,0.0723247021081576,0.0,0.0
10028,2022,45717,6317,37936,8164,9178,38401,1549,11714,9735,5183,6710,348,2143,371,3980,791,24440,10568,160244.0,249848.0,75000,75000,75000,75000,75000,75000,75000,8713,12981,10517,2164,45389,5875,19821,3625,5336,3962,1344,1862,28,1572100.0,2482.0,29517,423,717,14947,1956.0,4714,0,920,8747,1800.0,770.0,11384,7947,2730,2379,27282,0,2059,5288,3274,4073,755.0,7.0,58,42,2158.0,111.0,52,131,2617.0,188.0,45,164,3364.0,421.0,28,296,2750.0,705.0,33,257,4383.0,1324.0,28,516,10882.0,2392.0,18,1854,0,12,115,186,1232,9.391900062561035,15830,19325,2.29254406071242,2.554760077858751,588458.0712000001,4514391.4965,819153.627786731,0.0,0.0558100439883574,0.0360335338802709,1140,0.0013916803409394,0.018246882505282,0.1019299026779467,0.0,0.0
10029,2022,75614,13641,18977,4319,3156,66450,1840,18565,15384,4856,3931,1359,3435,2179,4702,631,33406,15991,35640.0,41365.0,35000,35000,35000,35000,35000,35000,75000,2284,10469,5266,1109,72079,11528,21125,912,3841,4022,3780,1446,48,735700.0,1088.0,37150,216,1546,20954,1962.0,4323,0,743,6089,2040.0,800.0,15611,9115,4777,3903,30128,0,1860,2280,1898,2242,457.0,3.0,64,22,1799.0,73.0,52,115,2586.0,187.0,45,164,3410.0,432.0,28,302,2766.0,728.0,33,260,4388.0,1327.0,28,511,10925.0,2381.0,18,1855,0,18,110,129,993,9.476999759674072,38844,27489,1.442313285872799,2.552075723744675,588986.4397999998,4516229.8957,2117525.9558559824,49222.0,0.0357086532001606,0.0175440588566398,1762,0.0008321031414643,0.0098955103440654,0.0484436591001767,0.0,0.0
10030,2022,31268,5793,5145,1348,269,27036,1023,9759,7546,1467,2063,871,2344,1259,1291,268,13097,6006,47765.0,61167.0,35000,35000,75000,35000,25000,25000,50000,1881,4321,2857,358,30101,6083,9645,824,1657,2591,2844,696,0,710500.0,1134.0,14350,117,1786,4694,1942.0,1832,80,543,3608,1065.0,600.0,5887,3354,2153,1703,14593,0,665,1184,882,967,55.0,0.0,58,0,1493.0,54.0,47,99,2498.0,174.0,47,157,3528.0,448.0,28,311,2785.0,729.0,33,261,4408.0,1334.0,28,508,11183.0,2348.0,18,1931,0,21,133,144,933,9.476999759674072,4019,10520,2.008975386352381,2.555917317755175,589173.7082000001,4519245.0781,717676.08771205,0.0,0.0435684015886363,0.0199950928360282,1903,0.0026516140534468,0.0065405551060847,0.0672273047149894,0.0,0.0
10031,2022,61044,9190,13898,4071,928,53130,1802,21044,17606,2782,6513,1995,4627,1672,3290,485,22037,10785,64807.0,66980.0,35000,50000,25000,35000,35000,35000,35000,2866,11351,5902,871,58642,11506,23231,1487,2594,5321,3574,2208,79,629900.0,1663.0,24314,292,1579,6712,0.0,2547,13,628,5460,1985.0,630.0,7617,6410,3570,4440,33019,0,1127,2557,1449,2235,71.0,0.0,45,0,1419.0,70.0,47,99,2461.0,180.0,45,155,3574.0,466.0,28,316,2771.0,729.0,33,260,4410.0,1334.0,28,508,11189.0,2348.0,18,1931,0,18,115,129,841,9.02869987487793,6327,21681,2.126237080387289,2.600607544648004,588555.5087000001,4519849.013699999,1732015.088552872,0.0,0.035244496657938,0.014037983941765,1871,0.0010802446308728,0.0038752549237939,0.1028845848547388,0.0,0.0
10032,2022,60480,8409,13028,3613,1616,51899,1799,17434,14988,3786,3406,1661,4526,1673,4002,757,22285,10751,56752.0,61387.0,35000,35000,25000,35000,25000,50000,50000,2071,10432,4320,970,57392,12025,19886,1699,3251,3713,3247,1467,0,593000.0,1356.0,24160,171,731,7949,0.0,4622,16,337,4368,2050.0,395.0,8748,5431,4315,3791,27985,0,1194,1742,1193,1743,46.0,4.0,40,1,1213.0,43.0,45,80,2239.0,160.0,45,148,3584.0,471.0,28,313,2803.0,722.0,33,263,4414.0,1330.0,28,507,11184.0,2357.0,18,1951,0,18,97,120,795,9.11299991607666,19375,21124,1.336778331274871,2.552422567134202,589266.0524000004,4521200.6544,1738379.2168879523,0.0,0.0347910279946117,0.0138980032465248,902,0.0005188741278296,0.004572650157559,0.0957032040472175,0.0,0.0
10033,2022,58711,10011,19188,3705,2443,51271,2663,17344,14483,2804,3789,1777,4646,1814,3555,1049,20521,11811,77209.0,86202.0,35000,50000,35000,35000,25000,50000,50000,3023,9377,5723,839,56313,12715,19086,1684,2506,4202,3382,1732,62,702500.0,1535.0,21980,195,384,8797,0.0,2471,0,462,5980,3205.0,805.0,6406,6212,3108,4795,28599,0,1062,3325,2118,2269,36.0,4.0,40,1,908.0,35.0,40,63,2070.0,151.0,42,151,3577.0,467.0,28,313,2809.0,704.0,33,265,4386.0,1322.0,29,505,11216.0,2366.0,18,1961,0,12,96,111,666,9.28159999847412,11484,19262,1.895813635071793,2.578971898277165,589716.9392999997,4522613.627800001,1543870.4099669184,0.0,0.0380284508472819,0.0142369462217175,579,0.0003750314769051,0.0056980171024772,0.109906049822064,0.0,0.0
