zcta20,year,pop,pop_under_18,pop_wht,pop_wht_f20to44,pop_wht_65andover,pop_settled,commuting_pop_drivealone2work,commuting_pop_pubtrans2work,commuting_pop_subway2work,commuting_pop_bikenwalk2work,commuting_pop_athome2work,commuting_pop_bf6am2work,commuting_pop_10amto4pm2work,commuting_pop_af4pm2work,commuting_pop_under20min_drivealone,commuting_pop_above45min_drivealonw,household_ttl,family_ttl,income_median_household,income_median_family,median_earnings,median_earnings_drive_alone,median_earnings_carpooled,median_earnings_pbltrans,median_earnings_walk,median_earnings_bikenothers,median_earnings_work_from_home,houseunit_occupby_owner,edu_bchlor_pop,edu_mst_pop,edu_dr_pop,insurance_pop,pop_20to64_worknotfultime,pop_20to64_workfultime,pop_65nover_work,pop_with_retireincome,job_pop_nonprofit,job_pop_government,job_pop_selfemploy,job_pop_unpaidinfamily,houseunit_median_value,houseunit_median_rent,houseunit_ttl,houseunit_detached,houseunit_attached_1to4,houseunit_attached_50nmore,houseunit_builtyr,houseunit_energy_electr,houseunit_energy_solar,veh_household_with_2nmore,veh_ttl,veh_commuting,veh_commuting_feml,household_1p,household_2p,household_3p,household_4pnmore,commuting_pop_citylive,commuting_pop_citynolive,family_1work,family_bothwork,family_withkid,family_withnokid,buff3_L2_chargers,buff3_DCFC_chargers,buff3_evcs_median_operated_months,buff3_evcs_open_this_yr,buff10_L2_chargers,buff10_DCFC_chargers,buff10_evcs_median_operated_months,buff10_evcs_open_this_yr,buff15_L2_chargers,buff15_DCFC_chargers,buff15_evcs_median_operated_months,buff15_evcs_open_this_yr,buff30_L2_chargers,buff30_DCFC_chargers,buff30_evcs_median_operated_months,buff30_evcs_open_this_yr,buff70_L2_chargers,buff70_DCFC_chargers,buff70_evcs_median_operated_months,buff70_evcs_open_this_yr,buff150_L2_chargers,buff150_DCFC_chargers,buff150_evcs_median_operated_months,buff150_evcs_open_this_yr,buff300_L2_chargers,buff300_DCFC_chargers,buff300_evcs_median_operated_months,buff300_evcs_open_this_yr,traffic_cluster3,buff1000_subway_stops,buff1000_nonsubway_stops,buff3500_subway_stops,buff3500_nonsubway_stops,mean_min_temprature,job_offer_ttl,job_occupation_ttl,job_sdi_offer,job_sdi_occupation,centroid_pop_longitude,centroid_pop_latitude,area,area_length_water,pop_density,houseunit_density,houseunit_detached2four,houseunit_detached2four_density,houseunit_attached_50nmore_density,income2housevalue,PHEV_next2yr,BEV_next2yr
14445,2022,7689,1286,6814,1250,1321,7093,3377,32,0,91,328,118,476,169,2543,121,3454,1742,66779.0,74035.0,35000,35000,15000,15000,15000,25000,65000,2046,1351,480,12,7532,1498,2683,275,762,537,567,255,0,135500.0,938.0,3685,1978,1514,60,1947.0,548,0,1647,5326,3455.0,1520.0,1051,1520,455,428,0,4055,216,548,304,460,22.0,1.0,12,7,124.0,3.0,20,19,320.0,15.0,23,38,463.0,15.0,23,52,425.0,22.0,18,67,1479.0,195.0,18,257,4780.0,886.0,18,700,1,0,21,0,87,4.429049889246622,3629,3463,2.466173967711029,2.606231363135948,297639.4188000001,4776278.4132,5072782.008327229,18485.0,0.0015157363331162,0.0007264258534963,3492,0.0006883796690391,1.182782936493367e-05,0.4928339483394834,0.0,0.0
14450,2022,43082,9097,38909,4836,8974,38154,16655,2,0,198,3304,701,1882,518,7725,660,18380,11983,104187.0,124902.0,50000,50000,25000,1,10000,1,75000,14209,9784,6634,720,42428,6245,14141,1983,5946,2605,3513,832,59,267200.0,1139.0,19040,12852,3596,577,1977.0,7032,11,11317,32687,17220.0,8320.0,5195,7530,2110,3545,0,21445,2038,4913,3138,3813,25.0,0.0,36,0,86.0,15.0,20,14,175.0,15.0,20,25,483.0,17.0,23,58,423.0,22.0,18,67,1435.0,181.0,18,254,5117.0,927.0,18,783,2,0,2,0,44,3.958580506745205,13450,19396,2.506305090094264,2.598662040233942,301823.4677999997,4773902.427300001,83770733.20171064,787884.0,0.0005142846236795,0.000227287016268,16448,0.0001963454224567,6.887847079130225e-06,0.3899214071856287,0.0,0.0
14454,2022,11058,1342,9902,1935,1616,8075,2528,108,19,1000,533,314,704,468,2604,246,3220,1734,62500.0,101935.0,15000,25000,1,1,1,75000,50000,1749,1016,824,349,10749,2463,2100,453,981,622,1271,108,0,209400.0,945.0,3771,2124,507,130,1974.0,1046,0,1886,5921,2650.0,1285.0,976,1005,596,643,0,4518,293,461,284,470,12.0,0.0,5,5,20.0,0.0,5,5,43.0,2.0,5,10,73.0,4.0,20,14,436.0,10.0,18,65,1303.0,150.0,18,243,4348.0,889.0,18,654,2,0,27,0,53,3.264132985108192,5143,3584,2.098493968001473,2.659978293366109,270177.9040000001,4742267.798599999,123367951.99631546,3063541.0,8.963429984093649e-05,3.0567095740655774e-05,2631,2.132644627251799e-05,1.0537582726823786e-06,0.2984718242597898,0.0,0.0
14456,2022,20098,3535,16486,2410,3639,15983,6977,17,0,790,809,831,1519,796,5691,980,8136,4559,71052.0,86689.0,35000,35000,35000,1,15000,15000,50000,5217,2243,1237,648,19453,3565,5726,964,2597,2018,1394,465,11,157600.0,865.0,9022,6057,1536,206,1944.0,1291,22,3681,12255,7430.0,3760.0,2913,2906,1025,1292,0,9719,611,1458,839,1230,18.0,0.0,29,1,20.0,0.0,29,1,22.0,4.0,28,2,87.0,14.0,23,12,485.0,29.0,18,89,1005.0,124.0,18,193,6070.0,1017.0,18,983,2,0,1,0,1,4.273550087405789,9668,7825,2.391084758167089,2.537936606336817,337628.3010999998,4748040.6348,200618763.3955516,435166.0,0.0001001800612257,4.497086836395109e-05,7593,3.7847905507368725e-05,1.0268231969600891e-06,0.4508375634517766,0.0,0.0
14462,2022,803,219,707,129,97,590,287,6,0,20,27,33,25,27,147,88,272,214,81667.0,84286.0,35000,35000,35000,65000,35000,25000,35000,260,98,31,0,691,199,192,34,90,12,65,23,0,181900.0,606.0,281,260,6,0,1948.0,29,0,214,550,295.0,165.0,38,125,49,60,0,377,58,91,62,87,0.0,0.0,0,0,4.0,0.0,27,0,22.0,0.0,5,5,51.0,2.0,5,11,424.0,10.0,18,63,1274.0,138.0,18,240,4477.0,952.0,18,677,2,0,0,0,2,3.260049924254417,106,250,1.374912152592273,2.659339574924544,273655.1568,4728476.4826,31071633.7358504,0.0,2.584350751642325e-05,9.043618445971272e-06,266,8.56086301291231e-06,0.0,0.4489664650907092,0.0,0.0
14464,2022,6656,1350,6415,889,1315,6084,2416,0,0,0,279,335,240,103,895,241,2676,1975,69145.0,84983.0,35000,35000,35000,1,1,65000,25000,2355,763,458,17,6563,1140,2021,187,928,316,711,209,0,140700.0,691.0,2920,2194,146,0,1976.0,300,0,1965,5409,2515.0,1170.0,589,1108,438,541,0,2909,299,656,481,474,0.0,0.0,0,0,0.0,0.0,0,0,26.0,0.0,23,3,132.0,0.0,23,13,374.0,10.0,18,58,2663.0,373.0,18,414,4498.0,894.0,19,658,2,0,0,0,5,4.617341421963124,639,3254,2.252926620044723,2.614188183389413,263137.92899999954,4799541.342,79786918.45829187,1907570.0,8.342219662837817e-05,3.659747808817071e-05,2340,2.93281160021642e-05,0.0,0.4914356787491116,0.0,0.0
14466,2022,1697,245,1671,159,264,1461,792,0,0,0,19,91,71,122,153,153,653,550,91776.0,87045.0,50000,50000,25000,1,1,1,75000,623,257,128,37,1678,172,755,73,141,143,172,3,0,183100.0,525.0,743,640,16,0,1971.0,85,0,576,1645,850.0,425.0,73,308,133,139,0,934,150,176,63,263,0.0,0.0,0,0,12.0,0.0,1,4,16.0,2.0,3,6,98.0,6.0,8,18,431.0,22.0,18,66,1272.0,146.0,18,241,4571.0,921.0,18,678,2,0,0,0,0,3.243531790185482,101,815,1.170136769296614,2.660796854449831,288396.20440000016,4739461.5458,45404621.54479972,1170593.0,3.737504998969341e-05,1.636397297721992e-05,656,1.444786846979309e-05,0.0,0.5012342981977062,0.0,0.0
14467,2022,10381,2034,7978,1149,1697,9489,3940,4,4,46,403,327,709,495,2597,173,4403,2840,83750.0,107921.0,35000,50000,25000,15000,1,35000,65000,2969,2075,1092,137,10236,1697,3568,312,1198,718,628,210,0,198500.0,966.0,4521,2966,430,242,1972.0,944,15,2716,8037,4240.0,1960.0,1218,1738,591,856,0,5025,382,1167,738,811,4.0,0.0,25,1,160.0,2.0,30,16,294.0,15.0,23,35,484.0,19.0,23,57,428.0,22.0,18,68,1392.0,206.0,18,258,4412.0,891.0,18,645,1,0,0,0,3,4.062464444868025,2852,4553,2.334071978419539,2.573984213134252,286910.0286999997,4769539.4945,27297705.205828104,672078.0,0.0003802883766868,0.0001656183172142,3396,0.0001244060617694,8.865214060130323e-06,0.4219143576826196,0.0,0.0
14468,2022,18866,4679,17261,2278,3233,17399,7309,31,0,67,1000,1197,815,317,2501,727,6966,5416,91485.0,102085.0,35000,35000,25000,75000,15000,75000,50000,6096,2851,1268,168,18628,2465,6255,718,2137,1174,1495,456,15,199400.0,1083.0,7322,5965,745,116,1978.0,801,0,4814,13400,7605.0,3490.0,1285,2433,1527,1721,0,9111,816,2142,1420,1538,6.0,0.0,3,1,17.0,0.0,23,1,53.0,0.0,23,7,363.0,2.0,23,34,393.0,10.0,18,64,2377.0,372.0,18,338,4531.0,896.0,19,663,2,0,6,0,9,4.642902347276797,4154,9453,1.996756924497337,2.572686162741314,273802.1595999999,4796949.8753,144788963.45449656,8362034.0,0.0001302999866141,5.0570152760994906e-05,6710,4.6343311257344416e-05,8.011660366396352e-07,0.4588014042126379,0.0,0.0
14469,2022,5937,1048,5810,690,1534,5600,2254,0,0,40,205,350,352,115,1059,291,2631,1793,68472.0,91308.0,35000,35000,25000,1,1,65000,50000,2198,837,309,36,5800,1083,1617,239,785,239,272,179,0,176200.0,665.0,2962,2211,260,8,1974.0,207,0,1716,5169,2380.0,1100.0,741,1090,295,505,0,2798,245,617,401,461,0.0,0.0,0,0,0.0,0.0,0,0,38.0,12.0,10,7,282.0,17.0,21,40,430.0,22.0,18,68,1263.0,161.0,18,242,5012.0,958.0,18,772,2,0,0,0,0,3.361367635829474,1224,2880,1.991150304343762,2.629245863380536,300876.44629999995,4751894.774900001,171106127.75044134,198566.0,3.469776376833872e-05,1.731089376483397e-05,2471,1.4441329673499238e-05,4.675460841278588e-08,0.3886038592508513,0.0,0.0
14470,2022,7654,1517,7048,1002,1449,7031,3132,0,0,60,335,557,306,368,1331,559,3276,2168,68434.0,86382.0,35000,35000,25000,1,25000,1,35000,2718,766,289,29,7584,1013,2703,332,979,415,479,180,14,134300.0,680.0,3402,2488,307,0,1969.0,647,8,2095,6290,3265.0,1440.0,894,1334,443,605,0,3800,398,654,330,722,0.0,0.0,0,0,20.0,0.0,23,2,26.0,0.0,23,3,102.0,16.0,23,11,464.0,32.0,18,75,2727.0,416.0,18,408,4386.0,878.0,18,649,2,0,0,0,0,4.313531625466268,853,3542,2.326017573494905,2.621859549564605,253862.44579999987,4790136.6305,168766911.64986297,102380.0,4.535249193799071e-05,2.0157979824019386e-05,2795,1.6561303235783122e-05,0.0,0.509560685033507,0.0,0.0
14471,2022,2735,312,2513,235,836,2434,875,0,0,0,149,310,82,33,196,296,1360,849,70528.0,83917.0,35000,35000,50000,1,1,1,50000,1060,431,152,31,2727,375,852,187,689,100,138,85,0,173400.0,948.0,2036,1662,134,47,1970.0,261,0,929,2471,935.0,465.0,345,724,200,91,0,1168,237,280,207,310,2.0,0.0,3,1,2.0,0.0,3,1,12.0,0.0,1,4,94.0,14.0,7,19,437.0,22.0,18,68,1292.0,150.0,18,245,4817.0,929.0,18,722,2,0,0,0,0,3.106062625771138,533,1172,2.11244311112467,2.651439741102444,295273.9949000003,4739443.338,67606577.14547187,7379089.0,4.04546438450062e-05,3.011541311460059e-05,1796,2.6565462649225276e-05,6.951986328026658e-07,0.4067358708189158,0.0,0.0
14472,2022,9139,2245,8703,1129,1390,8532,3571,0,0,51,689,323,167,198,1180,313,3474,2579,123372.0,143650.0,50000,50000,35000,1,1,75000,75000,2634,1884,1423,269,9057,1356,3316,377,948,635,756,374,0,293900.0,836.0,3649,2766,472,107,1975.0,441,0,2532,7208,3745.0,1870.0,675,1408,602,789,0,4745,460,1147,769,838,10.0,0.0,4,2,20.0,0.0,6,3,115.0,12.0,17,13,469.0,19.0,23,61,427.0,22.0,18,67,1299.0,168.0,18,245,4519.0,888.0,18,657,2,0,0,0,0,3.568514878355612,2342,4063,2.398522835657184,2.597981656811101,289550.1896000001,4759637.4121,114993883.27593756,736446.0,7.947379234137346e-05,3.173212257945856e-05,3238,2.8158019433347987e-05,9.304842740482504e-07,0.4197754338210275,0.0,0.0
14475,2022,298,45,292,28,77,281,163,0,0,0,12,55,22,23,64,31,134,102,115769.0,130000.0,50000,50000,35000,1,1,1,75000,134,75,31,12,298,60,80,37,26,6,18,5,0,345700.0,0.0,134,134,0,0,1993.0,7,5,94,272,165.0,75.0,32,56,19,27,0,181,28,31,26,33,0.0,0.0,0,0,18.0,0.0,11,3,48.0,12.0,8,8,422.0,17.0,23,58,432.0,22.0,18,68,1287.0,164.0,18,245,4679.0,898.0,18,688,2,0,0,0,0,3.4778999487559,6,141,-1.0000000826903708e-10,2.49887385683794,296150.05140000023,4756802.749500001,4484125.901612281,0.0,6.645665321146608e-05,2.988319305482032e-05,134,2.988319305482032e-05,0.0,0.3348828463986115,0.0,0.0
14476,2022,2461,612,2152,267,412,2321,1075,5,5,11,76,300,86,70,355,193,936,742,89911.0,98984.0,35000,35000,1,35000,35000,1,75000,833,264,118,16,2421,407,819,123,254,90,274,26,0,165400.0,684.0,1005,869,104,0,1961.0,141,0,649,2007,1090.0,515.0,148,317,263,208,0,1199,164,196,193,167,0.0,0.0,0,0,0.0,0.0,0,0,18.0,0.0,23,1,68.0,0.0,23,5,385.0,20.0,18,60,2696.0,421.0,18,406,4474.0,896.0,19,655,2,0,0,0,0,4.666082926199469,384,985,1.622892019173823,2.635382598871464,254648.3918000004,4801114.665200001,62149587.11643346,88355.0,3.959801044839553e-05,1.6170662535813696e-05,973,1.5655775768504206e-05,0.0,0.5435973397823458,0.0,0.0
14477,2022,1672,220,1557,210,219,1545,546,0,0,30,154,203,36,35,286,253,651,538,93021.0,121250.0,50000,50000,25000,1,35000,10000,50000,595,284,79,18,1634,251,703,63,145,148,119,90,0,159000.0,656.0,837,712,88,0,1964.0,48,0,504,1588,625.0,280.0,94,239,192,126,0,964,89,178,61,206,0.0,0.0,0,0,0.0,0.0,0,0,6.0,0.0,18,1,42.0,0.0,20,6,458.0,32.0,18,77,2769.0,421.0,18,413,4412.0,883.0,19,649,2,0,0,0,0,4.787166069080302,134,664,1.693180793892842,2.660356960192014,245985.2495999997,4802831.052300001,70831343.08647825,309799.0,2.3605369136635584e-05,1.18168026120598e-05,800,1.1294434993605544e-05,0.0,0.5850377358490566,0.0,0.0
14478,2022,1369,100,1339,327,143,1227,388,0,0,100,70,38,141,52,318,119,273,189,104219.0,124125.0,10000,15000,50000,1,1,1,1,204,194,63,15,1322,443,239,15,128,79,62,22,0,278100.0,682.0,666,581,16,0,1968.0,48,0,169,507,400.0,195.0,76,125,26,46,0,628,24,76,42,58,0.0,0.0,0,0,9.0,0.0,53,0,9.0,0.0,53,0,37.0,0.0,38,2,310.0,41.0,24,26,1143.0,116.0,17,234,6088.0,1031.0,18,974,2,0,0,0,0,3.957871657151443,560,492,0.9668132697750758,2.61146153335028,328294.26939999964,4720157.013599999,35109629.942565165,0.0,3.8992151220035865e-05,1.896915464758501e-05,597,1.700388186878116e-05,0.0,0.3747536857245595,0.0,0.0
14479,2022,98,11,98,7,28,98,46,0,0,0,0,7,11,0,36,10,45,24,70872.0,82083.0,35000,35000,1,1,1,1,1,45,0,0,0,98,11,24,0,7,0,0,11,0,158100.0,0.0,45,45,0,0,1972.0,0,0,24,93,0.0,0.0,11,24,10,0,0,46,7,0,0,7,0.0,0.0,0,0,8.0,0.0,20,1,12.0,0.0,11,2,39.0,14.0,12,9,730.0,47.0,17,141,2743.0,419.0,18,399,4269.0,861.0,18,628,2,0,0,0,0,4.684449911117554,23,106,0.5739644911933235,2.423469451737103,231679.8210000005,4792359.1217,4482325.392749181,136019.0,2.1863651433813655e-05,1.0039431780832802e-05,45,1.0039431780832802e-05,0.0,0.4482732447817837,0.0,0.0
14480,2022,588,11,551,96,41,294,152,0,0,48,0,36,60,0,68,64,262,164,57292.0,78176.0,35000,50000,1,1,1,1,1,193,110,7,0,588,168,120,14,51,26,0,0,0,120700.0,536.0,477,302,32,0,1983.0,7,0,115,384,150.0,35.0,98,61,18,85,0,200,5,8,0,13,4.0,0.0,29,0,33.0,2.0,5,10,33.0,2.0,5,10,164.0,8.0,23,21,428.0,14.0,18,64,1299.0,146.0,18,242,4353.0,892.0,18,648,2,0,1,0,3,3.296099901199341,573,377,2.023659595886833,2.584779414927396,278823.1188000003,4745951.604599999,3311806.4333471465,0.0,0.0001775466084247,0.0001440301568343,334,0.0001008513047854,0.0,0.4746644573322287,0.0,0.0
14481,2022,1775,384,1691,203,327,1699,722,0,0,2,30,174,86,45,483,124,727,513,76993.0,77196.0,35000,50000,35000,1,10000,75000,35000,622,207,119,0,1718,241,621,64,289,32,232,42,0,154700.0,672.0,788,615,52,0,1969.0,117,0,523,1542,780.0,350.0,176,286,128,137,0,874,129,144,72,201,0.0,0.0,0,0,22.0,0.0,5,5,24.0,0.0,16,5,47.0,4.0,21,10,425.0,20.0,18,62,1284.0,151.0,18,235,4359.0,907.0,18,654,2,0,2,0,2,3.625894563538687,187,765,1.88446493149029,2.733464646662823,262883.87770000007,4739797.385500001,58075013.09471453,0.0,3.0563919066279894e-05,1.3568658154494962e-05,667,1.1485145925187994e-05,0.0,0.4976923076923077,0.0,0.0
14482,2022,8393,1678,7928,1266,1555,7509,3775,0,0,153,352,594,678,229,1601,435,3614,2230,75311.0,86143.0,35000,35000,50000,1,15000,25000,75000,2747,967,458,7,8176,1202,3080,248,868,474,686,136,3,151500.0,818.0,3789,2617,389,0,1959.0,622,0,2169,6280,3820.0,1805.0,1061,1387,524,642,0,4456,390,799,520,669,2.0,0.0,29,0,2.0,2.0,25,0,8.0,2.0,25,1,140.0,18.0,27,18,542.0,32.0,17,99,2279.0,344.0,18,337,4283.0,875.0,18,630,2,0,0,0,0,3.632878741096047,2588,3912,2.500090093803118,2.637831013721168,256157.4930999996,4762455.1964,158419695.71934193,521109.0,5.297952354907392e-05,2.3917480606152872e-05,3006,1.897491335500014e-05,0.0,0.4971023102310231,0.0,0.0
14485,2022,4102,791,3727,618,626,3611,1672,0,0,139,137,276,185,86,779,149,1628,985,71324.0,97723.0,35000,50000,25000,1,15000,10000,50000,1284,569,322,27,4036,721,1357,133,439,230,275,107,0,182200.0,754.0,1794,1228,116,12,1977.0,264,6,991,3044,1725.0,800.0,500,572,266,290,0,2090,164,389,284,269,0.0,0.0,0,0,17.0,2.0,4,4,41.0,2.0,5,8,398.0,19.0,23,49,434.0,22.0,18,67,1298.0,172.0,18,242,4379.0,896.0,18,644,2,0,1,0,1,3.313508072677925,971,2062,2.247894411991614,2.657864095051284,286563.96729999967,4753683.353800001,87540827.74195157,117186.0,4.685813586423547e-05,2.049329491478265e-05,1344,1.5352836324118104e-05,1.370788957510545e-07,0.3914599341383095,0.0,0.0
14486,2022,255,57,255,28,34,255,111,0,0,0,11,20,10,14,65,0,107,73,88958.0,90972.0,65000,65000,50000,1,1,1,75000,84,24,27,0,241,41,103,11,28,0,25,0,0,157700.0,0.0,107,84,0,0,1970.0,0,0,93,276,115.0,55.0,23,60,11,13,0,134,7,57,13,51,0.0,0.0,0,0,0.0,0.0,0,0,11.0,2.0,30,0,148.0,18.0,23,23,466.0,32.0,18,72,1996.0,236.0,18,307,4287.0,870.0,18,631,2,0,0,0,0,3.426056146621704,121,117,0.8148978915723577,2.662074354617034,262047.64910000004,4753575.150900001,15182596.66875012,0.0,1.679554595063826e-05,7.047542810659975e-06,84,5.532650430798486e-06,0.0,0.5640963855421687,0.0,0.0
14487,2022,5661,1182,5255,622,1105,5133,2425,0,0,42,239,369,309,111,1013,404,2245,1618,89877.0,104013.0,50000,50000,25000,1,1,10000,15000,1874,692,550,52,5566,787,2049,241,699,344,437,420,2,200800.0,767.0,2559,2072,281,14,1973.0,270,0,1743,4752,2495.0,1205.0,432,965,280,568,0,2891,250,641,459,432,10.0,0.0,1,3,24.0,2.0,5,10,35.0,2.0,5,11,141.0,14.0,23,19,434.0,22.0,18,65,1295.0,146.0,18,241,4366.0,900.0,18,649,2,0,2,0,3,3.288957528446032,743,2862,2.228145450710568,2.63120863485608,281867.3058000002,4744136.7497000005,85361170.56840363,6113709.0,6.631820958293435e-05,2.9978501735157927e-05,2353,2.756522648801352e-05,1.64008997378746e-07,0.4475946215139442,0.0,0.0
14489,2022,7054,1454,6037,892,1118,6191,2435,47,0,179,210,410,377,324,1719,229,2745,1651,62693.0,81373.0,35000,35000,25000,10000,65000,1,65000,2073,503,206,0,5986,908,2295,282,779,239,540,250,0,95800.0,701.0,3305,2390,495,21,1941.0,422,0,1455,4782,2595.0,1270.0,767,1136,385,457,0,3202,321,557,287,591,6.0,0.0,4,1,22.0,0.0,23,2,22.0,6.0,19,4,71.0,14.0,23,11,521.0,35.0,16,103,1161.0,188.0,18,205,6027.0,981.0,18,963,2,0,1,0,2,4.051130701797177,2566,2940,2.119594891030319,2.544269386953136,337816.65809999965,4770497.5076,181253036.7996559,895395.0,3.891796862855868e-05,1.8234177249416843e-05,2885,1.5916974694271588e-05,1.1586012775726285e-07,0.6544154488517745,0.0,0.0
14502,2022,10135,2207,9018,1346,1670,9399,4144,0,0,83,701,470,411,209,1604,294,4192,2997,89333.0,112681.0,50000,50000,15000,1,35000,15000,50000,3517,1738,1006,77,10020,1212,3781,338,1255,533,745,285,0,203000.0,843.0,4362,3514,146,156,1983.0,610,0,2905,8085,4245.0,1900.0,1065,1536,603,988,0,5208,394,1209,761,842,0.0,0.0,0,0,33.0,0.0,36,3,102.0,13.0,13,17,466.0,17.0,23,59,421.0,22.0,18,68,1367.0,189.0,18,243,5533.0,954.0,18,859,2,0,0,0,0,3.753100918263804,2968,5047,2.117975624323661,2.621896149865121,309248.31269999966,4775534.702299999,93269690.55443428,520036.0,0.0001086633818527,4.676760450335405e-05,3660,3.924104366856392e-05,1.6725690743978066e-06,0.440064039408867,0.0,0.0
14504,2022,1534,324,1440,229,330,1275,612,0,0,18,42,68,83,43,360,43,662,403,59231.0,70938.0,35000,35000,15000,1,25000,50000,75000,531,206,66,6,1510,199,511,79,229,112,103,33,0,101500.0,875.0,711,414,85,4,1957.0,37,3,414,1175,645.0,285.0,164,255,135,108,0,740,72,147,122,97,2.0,0.0,21,0,20.0,0.0,7,5,48.0,2.0,17,9,167.0,21.0,20,28,434.0,22.0,18,68,1225.0,153.0,17,247,5892.0,982.0,18,940,2,0,0,0,0,4.058549880981445,420,724,1.822933308880377,2.60041251759002,318181.3172000004,4759971.626599999,3061307.61775144,0.0,0.0005010930594184,0.0002322536931202,499,0.0001630022403192,1.3066311849241855e-06,0.5835566502463054,0.0,0.0
14505,2022,4896,972,4494,603,836,4621,2189,0,0,52,144,492,313,284,691,280,2036,1254,72115.0,94167.0,35000,35000,35000,1,35000,1,25000,1707,441,179,37,4855,601,2091,161,420,236,374,149,0,160400.0,415.0,2134,1715,282,0,1973.0,306,0,1164,3522,2280.0,1065.0,597,754,282,403,0,2581,107,533,278,362,0.0,0.0,0,0,0.0,0.0,0,0,19.0,2.0,19,4,169.0,17.0,15,28,423.0,22.0,18,72,1315.0,170.0,18,240,5915.0,980.0,18,947,2,0,0,0,0,4.088852169202723,682,2432,2.212792173031143,2.602703716018937,322034.61419999966,4779650.897600001,102794649.6114594,266736.0,4.762893806735833e-05,2.0759835342267704e-05,1997,1.9427081152065887e-05,0.0,0.4495947630922693,0.0,0.0
14506,2022,700,102,688,55,327,608,189,0,0,0,57,0,13,9,108,19,372,198,67969.0,115469.0,75000,75000,1,1,1,1,35000,322,212,74,31,692,89,161,46,153,14,54,14,0,280700.0,0.0,372,336,36,0,1980.0,88,0,203,678,190.0,100.0,158,141,48,25,0,246,75,60,29,106,0.0,0.0,0,0,32.0,12.0,8,6,169.0,15.0,20,23,483.0,17.0,23,61,424.0,22.0,18,67,1297.0,172.0,18,247,4700.0,887.0,18,694,2,0,0,0,0,3.852799892425537,647,608,2.26524596649098,2.583614720625663,296309.8923000004,4763358.442600001,8041443.951831,10676.0,8.704904295709395e-05,4.626034854291278e-05,372,4.626034854291278e-05,0.0,0.2421410758817242,0.0,0.0
14507,2022,1054,140,1011,97,271,1016,401,0,0,15,57,57,28,75,211,75,407,277,76023.0,96339.0,35000,35000,25000,1,10000,75000,35000,375,104,50,0,960,122,385,63,158,27,96,72,0,133700.0,925.0,732,567,11,0,1972.0,44,0,277,812,430.0,170.0,104,235,28,40,0,541,89,72,30,131,0.0,0.0,0,0,0.0,0.0,0,0,5.0,0.0,53,0,46.0,0.0,29,4,477.0,42.0,18,69,1190.0,124.0,17,240,5807.0,957.0,18,925,2,0,0,0,0,3.580575155408195,100,445,1.712512921274577,2.619785304209087,313965.65359999985,4730695.251599999,81433546.37530309,96352.0,1.2943068881495424e-05,8.988924498344071e-06,578,7.097811967271685e-06,0.0,0.5686088257292445,0.0,0.0
14510,2022,4778,939,4261,597,1021,4203,1608,0,0,65,90,230,246,93,889,359,2010,1061,59804.0,76617.0,35000,35000,25000,1,35000,35000,15000,1522,360,187,4,4494,580,1372,114,536,201,422,105,0,92400.0,696.0,2258,1401,429,0,1950.0,273,0,1023,3156,1665.0,775.0,843,588,259,320,0,1931,129,334,195,268,10.0,0.0,27,0,12.0,0.0,28,0,24.0,0.0,16,5,45.0,2.0,5,10,420.0,10.0,18,60,1264.0,139.0,18,233,4380.0,916.0,18,657,2,0,1,0,3,3.534591672617363,2349,2145,2.163006291038645,2.666410147481154,264451.70519999973,4734088.17,195223145.37471813,325322.0,2.4474557004134625e-05,1.1566251510116364e-05,1830,9.373888513513262e-06,0.0,0.6472294372294373,0.0,0.0
14511,2022,385,101,295,32,25,385,171,0,0,0,18,22,0,0,68,19,114,101,71591.0,72330.0,50000,50000,1,1,1,1,50000,96,58,27,0,385,30,117,0,25,31,0,18,0,124300.0,291.0,114,96,18,0,1963.0,18,0,71,189,170.0,50.0,13,12,35,54,0,189,22,14,36,0,0.0,0.0,0,0,4.0,2.0,22,0,25.0,2.0,30,0,361.0,20.0,23,43,421.0,20.0,18,64,2045.0,276.0,18,319,4286.0,867.0,18,630,2,0,0,0,1,3.703224927186966,305,273,1.195774327985138,2.640325539303951,266793.0667000003,4764115.0453,7313983.555345884,107585.0,5.263889330440162e-05,1.558658139403061e-05,114,1.558658139403061e-05,0.0,0.5759533386967015,0.0,0.0
14512,2022,4855,865,4662,574,1025,4448,1772,0,0,36,167,256,264,80,696,492,1923,1309,65670.0,76201.0,35000,35000,25000,1,10000,1,35000,1633,461,444,48,4763,856,1328,192,658,225,307,197,7,166500.0,662.0,2647,2100,168,4,1969.0,257,3,1292,3884,1850.0,890.0,435,827,285,376,0,2208,270,370,188,452,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,16.0,0.0,52,1,436.0,33.0,18,63,1194.0,127.0,17,233,5444.0,966.0,18,857,2,0,0,0,0,3.090659994406987,920,1811,2.455448341061142,2.612306680225117,302944.8485000003,4721505.9692,268568491.99282867,174.0,1.807732531830144e-05,9.855958829566203e-06,2268,8.444773186798697e-06,1.4893779870897172e-08,0.3944144144144144,0.0,0.0
